268,牛乳,20
269,れんにゅう,20
270,あいなめ,30
271,あおさ,30
272,あおのり,30
273,あかいか,30
274,あかがい,30
275,あさり,30
276,あなご,30
277,あまえび,30
278,あゆ,30
279,あわび,30
280,あんこう,30
281,いさき,30
282,いしだい,30
283,いせえび,30
284,いわし缶詰,30
285,いわな,30
286,いわのり,30
287,うぐい,30
288,うなぎ,30
289,うに,30
290,うみぶどう,30
291,いわし,30
292,えい,30
293,のり,30
294,エスカルゴ,30
295,おこぜ,30
296,おごのり,30
297,かき（魚介）,30
298,がごめこんぶ,30
299,かさご,30
300,かじか,30
301,かたくちいわし,30
302,かつお,30
303,カットわかめ,30
304,かに風味かまぼこ,30
305,かます,30
306,からふとます,30
307,かわはぎ,30
308,かんぱち,30
309,きす,30
310,きだい,30
311,きちじ,30
312,まぐろ,30
313,きびなご,30
314,キャビア,30
315,さけ,30
316,たら,30
317,きんめだい,30
318,くきわかめ,30
319,くらげ,30
320,くるまえび,30
321,くろかじき,30
322,くろだい,30
323,こい,30
324,いか,30
325,さくらえび,30
326,さくらます,30
327,さざえ,30
328,さつま揚げ,30
329,さば缶詰,30
330,さわら,30
331,さんま,30
332,しじみ,30
333,したびらめ,30
334,しばえび,30
335,しまあじ,30
336,しゃこ,30
337,しらうお,30
338,しらす,30
339,しらす干し,30
340,しろさけ,30
341,すけとうだら,30
342,すずき,30
343,するめいか,30
344,ずわいがに,30
345,す巻きかまぼこ,30
346,たちうお,30
347,だて巻,30
348,たにし,30
349,たらばがに,30
350,つくだ煮,30
351,つぶ,30
352,つみれ,30
353,どじょう,30
354,とびうお,30
355,とらふぐ,30
356,なまこ,30
357,なまず,30
358,なると,30
359,にぎす,30
360,にしまあじ,30
361,にじます,30
362,にしん,30
363,はぜ,30
364,はたはた,30
365,えび,30
366,はまぐり,30
367,はも,30
368,はんぺん,30
369,ひじき,30
370,びんなが,30
371,ふかひれ,30
372,ふな,30
373,ふのり,30
374,ブラックタイガー,30
375,ぶり,30
376,べにざけ,30
377,ほうぼう,30
378,ほしのり,30
379,こんぶ,30
380,ほたてがい,30
381,ほたるいか,30
382,ほっきがい,30
383,ほっけ,30
384,ほや,30
385,ぼら,30
386,まあじ,30
387,まいわし,30
388,まかじき,30
389,まがれい,30
390,シーチキン,30
391,まこがれい,30
392,まこんぶ,30
393,まさば,30
394,ますのすけ,30
395,まだい,30
396,まだこ,30
397,まだら,30
398,まながつお,30
399,まふぐ,30
400,まるあじ,30
401,みずだこ,30
402,みるがい,30
403,むろあじ,30
404,めかじき,30
405,めかぶわかめ,30
406,めごち,30
407,めざし,30
408,めじな,30
409,めばち,30
410,めばる,30
411,もずく,30
412,やまめ,30
413,やりいか,30
414,りしりこんぶ,30
415,わかさぎ,30
416,塩昆布,30
417,乾燥わかめ,30
418,干しかれい,30
419,魚肉ソーセージ,30
420,魚肉ハム,30
421,刻み昆布,30
422,昆布巻きかまぼこ,30
423,削り昆布,30
424,子持ちがれい,30
425,焼きのり,30
426,焼き竹輪,30
427,かまぼこ,30
428,大正えび,30
429,味付けのり,30
430,毛がに,30
431,あまに油,40
432,うすくちしょうゆ,40
433,ウスターソース,40
434,えごま油,40
435,エビチリの素,40
436,オイスターソース,40
437,オールスパイス,40
438,オニオンパウダー,40
439,オリーブオイル,40
440,おこのみやきソース,40
441,おちゃづけの素,40
442,ガーリックパウダー,40
443,からし,40
444,カレールウ,40
445,カレー粉,40
446,キムチの素,40
447,グラニュー糖,40
448,クローブ,40
449,こいくちしょうゆ,40
450,コーヒーシュガー,40
451,こしょう,40
452,ごまだれ,40
453,ごまドレッシング,40
454,ごま油,40
455,サウザンアイランドドレッシング,40
456,サラダ油,40
457,さんしょう,40
458,シナモン,40
459,しょうがチューブ,40
460,ショートニング,40
461,すし酢,40
462,セージ,40
463,タイム,40
464,チリソース,40
465,チリパウダー,40
466,チリペッパーソース,40
467,デミグラスソース,40
468,てんさい含蜜糖,40
469,テンメンジャン,40
470,トウバンジャン,40
471,とうもろこし油,40
472,トマトケチャップ,40
473,トマトソース,40
474,トマトピューレー,40
475,トマトペースト,40
476,なたね油,40
477,ナツメグ,40
478,なべつゆ,40
479,にんにくチューブ,40
480,パーム油,40
481,はちみつ,40
482,パプリカ,40
483,ハヤシルウ,40
484,ひまわり油,40
485,ファットスプレッド,40
486,ぶどう油,40
487,ふりかけ,40
488,フレンチドレッシング,40
489,粉末とうがらし,40
490,粉末バジル,40
491,粉末パセリ,40
492,ベーキングパウダー,40
493,ホワイトソース,40
494,マーガリン,40
495,マーボー豆腐の素,40
496,マヨネーズ,40
497,マリネ液,40
498,ミートソース,40
499,みたらしのたれ,40
500,みりん風調味料,40
501,メープルシロップ,40
502,めんつゆ,40
503,やし油,40
504,ゆずこしょう,40
505,ラード,40
506,ラーメンスープ,40
507,ラー油,40
508,わさびチューブ,40
509,果実酢,40
510,甘酢,40
511,牛脂,40
512,ナンプラー,40
513,穀物酢,40
514,黒砂糖,40
515,黒酢,40
516,黒蜜,40
517,砂糖,40
518,さけかす,40
519,やきそば粉末ソース,40
520,やきとりのたれ,40
521,やきにくのたれ,40
522,上白糖,40
523,塩,40
524,水あめ,40
525,即席すまし汁,40
526,大豆油,40
527,中濃ソース,40
528,氷砂糖,40
529,米ぬか油,40
530,米酢,40
531,バター,40
532,粒入りマスタード,40
533,料理酒,40
534,冷やし中華のたれ,40
535,練りマスタード,40
536,和風ドレッシング,40
537,あわもち,50
538,イングリッシュマフィン,50
539,うどん,50
540,オートミール,50
541,おにぎり,50
542,ぎょうざの皮,50
543,きりたんぽ,50
544,くず粉,50
545,クロワッサン,50
546,コーンフレーク,50
547,コーンミール,50
548,コッペパン,50
549,豆腐,50
550,ごま豆腐,50
551,こんにゃく,50
552,さつまいも,50
553,さといも,50
554,ジャイアントコーン,50
555,じゃがいも,50
556,しゅうまいの皮,50
557,そうめん,50
558,ひやむぎ,50
559,そば,50
560,だいじょ,50
561,たけのこいも,50
562,タピオカ,50
563,ちくわぶ,50
564,ながいも,50
565,ナン,50
566,はるさめ,50
567,パン粉,50
568,ビーフン,50
569,ピザ生地,50
570,フランスパン,50
571,ベーグル,50
572,ポップコーン,50
573,パスタ,50
574,マカロニ,50
575,みずいも,50
576,むらさきいも,50
577,もち,50
578,ライスペーパー,50
579,ライ麦粉,50
580,ロールパン,50
581,おし麦,50
582,かんパン,50
583,はるまきの皮,50
584,やきおにぎり,50
585,焼きふ,50
586,しょくパン,50
587,なまパスタ,50
588,ふ,50
589,こめ,50
590,全粒粉,50
591,中華めん,50
592,こむぎこ,50
593,薄力粉,50
594,こめこうじ,50
595,こめぬか,50
596,こめ粉,50
597,あぶらふ,50
598,あぶらあげ,50
599,きぬ豆腐,50
600,もめん豆腐,50
